"id","symbol","date","setup","main_trend_m15","internal_trend_m5","entry_type","entry_level","position_size","take_profit","stop_loss","exit_level","potential_rrr","actual_rrr","trade_duration","trade_result","notes","chart_image_url","liquidity_level","deviation","session_nyc","session_london","session_asia","session_time","trend_alignment","smart_money_concept","market_structure","advanced_pattern","chart_pattern","fundamental_news","wick_fill","spread_size","psychological_level","trade_management","exit_reason","advanced_exit","liquidation_level","liquidation_entry","user_id","created_at","updated_at","profit_loss","is_win","rr_achieved","rr_potential"
"21","MNQM5","2025-04-28 15:33:11+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:01.369+00","2025-05-21 20:48:01.369+00","0","false","0","0"
"22","MNQM5","2025-04-28 15:33:56+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:02.904+00","2025-05-21 20:48:02.904+00","0","false","0","0"
"23","MNQM5","2025-04-25 15:53:36+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:03.17+00","2025-05-21 20:48:03.17+00","0","false","0","0"
"24","MNQM5","2025-04-28 15:34:51+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:04.552+00","2025-05-21 20:48:04.552+00","0","false","0","0"
"25","MNQM5","2025-04-28 15:31:15+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:04.937+00","2025-05-21 20:48:04.937+00","0","false","0","0"
"26","MNQM5","2025-04-28 15:57:30+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:06.195+00","2025-05-21 20:48:06.195+00","0","false","0","0"
"27","MNQM5","2025-04-28 15:31:56+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:06.449+00","2025-05-21 20:48:06.449+00","0","false","0","0"
"28","MNQM5","2025-04-28 15:57:30+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:07.846+00","2025-05-21 20:48:07.846+00","0","false","0","0"
"29","MNQM5","2025-04-28 15:31:56+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:08.014+00","2025-05-21 20:48:08.014+00","0","false","0","0"
"30","MNQM5","2025-04-28 15:58:30+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:09.616+00","2025-05-21 20:48:09.616+00","0","false","0","0"
"31","MNQM5","2025-04-28 15:33:11+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:09.755+00","2025-05-21 20:48:09.755+00","0","false","0","0"
"32","MNQM5","2025-04-28 15:58:31+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:11.076+00","2025-05-21 20:48:11.076+00","0","false","0","0"
"33","MNQM5","2025-04-28 15:33:11+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:11.402+00","2025-05-21 20:48:11.402+00","0","false","0","0"
"34","MNQM5","2025-04-28 15:58:31+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:12.825+00","2025-05-21 20:48:12.825+00","0","false","0","0"
"35","MNQM5","2025-04-28 15:33:56+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:13.036+00","2025-05-21 20:48:13.036+00","0","false","0","0"
"36","MNQM5","2025-04-28 15:58:31+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:14.46+00","2025-05-21 20:48:14.46+00","0","false","0","0"
"37","MNQM5","2025-04-28 15:34:51+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:14.534+00","2025-05-21 20:48:14.534+00","0","false","0","0"
"38","MNQM5","2025-04-28 15:59:11+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:16.128+00","2025-05-21 20:48:16.128+00","0","false","0","0"
"39","MNQM5","2025-04-28 15:57:30+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:16.547+00","2025-05-21 20:48:16.547+00","0","false","0","0"
"41","MNQM5","2025-04-28 15:57:30+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:18.244+00","2025-05-21 20:48:18.244+00","0","false","0","0"
"42","MNQM5","2025-04-29 16:55:09+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:19.348+00","2025-05-21 20:48:19.348+00","0","false","0","0"
"43","MNQM5","2025-04-28 15:58:30+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:19.754+00","2025-05-21 20:48:19.754+00","0","false","0","0"
"44","MNQM5","2025-04-29 16:55:52+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:21.063+00","2025-05-21 20:48:21.063+00","0","false","0","0"
"46","MNQM5","2025-04-29 17:12:54+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:22.723+00","2025-05-21 20:48:22.723+00","0","false","0","0"
"48","MNQM5","2025-04-29 17:12:54+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:24.24+00","2025-05-21 20:48:24.24+00","0","false","0","0"
"49","MNQM5","2025-04-28 15:58:31+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:24.491+00","2025-05-21 20:48:24.491+00","0","false","0","0"
"50","MNQM5","2025-04-29 17:16:27+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:25.974+00","2025-05-21 20:48:25.974+00","0","false","0","0"
"52","MNQM5","2025-04-29 17:16:46+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:27.588+00","2025-05-21 20:48:27.588+00","0","false","0","0"
"54","MNQM5","2025-04-29 17:16:46+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:29.2+00","2025-05-21 20:48:29.2+00","0","false","0","0"
"55","MNQM5","2025-04-29 16:55:09+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:29.767+00","2025-05-21 20:48:29.767+00","0","false","0","0"
"56","MNQM5","2025-04-29 17:23:18+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:30.875+00","2025-05-21 20:48:30.875+00","0","false","0","0"
"57","MNQM5","2025-04-29 16:55:52+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:31.413+00","2025-05-21 20:48:31.413+00","0","false","0","0"
"58","MNQM5","2025-04-29 17:23:18+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:32.454+00","2025-05-21 20:48:32.454+00","0","false","0","0"
"59","MNQM5","2025-04-29 17:12:54+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:33.087+00","2025-05-21 20:48:33.087+00","0","false","0","0"
"60","MNQM5","2025-04-29 17:23:18+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:34.197+00","2025-05-21 20:48:34.197+00","0","false","0","0"
"61","MNQM5","2025-04-29 17:12:54+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:34.828+00","2025-05-21 20:48:34.828+00","0","false","0","0"
"62","MNQM5","2025-04-29 17:23:18+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:35.816+00","2025-05-21 20:48:35.816+00","0","false","0","0"
"63","MNQM5","2025-04-29 17:16:27+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:36.418+00","2025-05-21 20:48:36.418+00","0","false","0","0"
"64","MNQM5","2025-04-29 17:25:54+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:37.634+00","2025-05-21 20:48:37.634+00","0","false","0","0"
"65","MNQM5","2025-04-29 17:16:46+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:38.047+00","2025-05-21 20:48:38.047+00","0","false","0","0"
"66","MNQM5","2025-04-29 17:31:06+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:39.445+00","2025-05-21 20:48:39.445+00","0","false","0","0"
"67","MNQM5","2025-04-29 17:16:46+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:39.542+00","2025-05-21 20:48:39.542+00","0","false","0","0"
"68","MNQM5","2025-04-29 17:31:06+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:40.938+00","2025-05-21 20:48:40.938+00","0","false","0","0"
"69","MNQM5","2025-04-29 17:23:18+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:41.53+00","2025-05-21 20:48:41.53+00","0","false","0","0"
"70","MNQM5","2025-04-29 17:31:06+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:42.482+00","2025-05-21 20:48:42.482+00","0","false","0","0"
"71","MNQM5","2025-04-29 17:23:18+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:43.056+00","2025-05-21 20:48:43.056+00","0","false","0","0"
"73","MNQM5","2025-04-29 17:23:18+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:44.809+00","2025-05-21 20:48:44.809+00","0","false","0","0"
"75","MNQM5","2025-04-29 17:23:18+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:46.474+00","2025-05-21 20:48:46.474+00","0","false","0","0"
"77","MNQM5","2025-04-29 17:25:54+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:48.115+00","2025-05-21 20:48:48.115+00","0","false","0","0"
"79","MNQM5","2025-04-29 17:31:06+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:49.748+00","2025-05-21 20:48:49.748+00","0","false","0","0"
"81","MNQM5","2025-04-29 17:31:06+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:51.314+00","2025-05-21 22:34:09.068+00","0","false","0","0"
"83","MNQM5","2025-04-29 17:31:06+00","A BZEM","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:52.987+00","2025-05-21 23:04:39.163+00","0","false","0","0"
"85","MNQM5","2025-04-29 17:31:25+00","BZEM","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:54.648+00","2025-05-21 22:22:14.254+00","0","false","0","0"
"87","MNQM5","2025-04-29 17:35:44+00","BZEM","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:56.246+00","2025-05-21 22:58:59.836+00","0","false","0","0"
"89","MNQM5","2025-04-29 17:35:44+00","OZEM","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:48:57.674+00","2025-05-21 22:40:52.125+00","0","false","0","0"
"98","MNQM5","2025-04-25 15:53:36+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:49:52.988+00","2025-05-21 22:34:55.718+00","0","false","0","0"
"99","MNQM5","2025-04-25 15:53:36+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 20:52:01.124+00","2025-05-21 20:52:01.124+00","0","false","0","0"
"100","MNQM5","2025-04-25 15:53:36+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 21:19:58.234+00","2025-05-21 21:19:58.234+00","0","false","0","0"
"101","MNQM5","2025-04-25 15:53:36+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 21:52:42.277+00","2025-05-21 21:52:42.277+00","0","false","0","0"
"102","MNQM5","2025-04-25 15:53:36+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 21:57:40.029+00","2025-05-21 21:57:40.029+00","0","false","0","0"
"103","MNQM5","2025-04-25 15:53:36+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 22:02:50.625+00","2025-05-21 22:02:50.625+00","0","false","0","0"
"104","MNQM5","2025-04-25 15:53:36+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 22:08:36.84+00","2025-05-21 22:08:36.84+00","837.5","true","1","1"
"105","MNQM5","2025-04-25 15:53:36+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 22:26:53.628+00","2025-05-21 22:26:53.628+00","837.5","true","1","1"
"106","MNQM5","2025-04-25 15:53:36+00","","","","Long","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","2025-05-21 22:34:36.597+00","2025-05-21 22:34:36.597+00","837.5","true","1","1"
